Pulsed/ Streaming,FTSE Index ,FTSE Code,Base Currency,PDG,Bloomberg Ticker- Total Return,Bloomberg Ticker- Net Return,Bloomberg Ticker- Price Return,RIC Code - Total Return,RIC Code - Net Return,RIC Codes - Price Return
S,5x Daily Leveraged RT FTSE 100 TR Index ,UKXL5X,GBP,PDG122,-,-,UKXL5X Index,-,-,-
S,5x Daily Leveraged RT Net-of-tax (Lux) FTSE MIB TR Index ,FMIBL5X,EUR,PDG122,-,-,FMIBL5X Index ,.FTFMIBL5X ,-,-
S,5x Daily Short Strategy RT FTSE 100 Gross TR Index ,UKXI5X,GBP,PDG122,-,-,UKXI5X Index ,-,-,-
S,5x Daily Short Strategy RT FTSE MIB Gross TR Index ,FMIBI5X,Euro,PDG122,-,-,FMIBI5X Index,.FTFMIBI5X ,-,-
S,FTSE 100 2x Daily Leveraged (Declared Dividend) Total Return Index,UKXDL2X,GBP,PDG122,UKXDL2XT,-,-,.TRIUKXDL2X,-,.FTUKXDL2X
S,FTSE 100 Daily Leveraged RT TR Index,UKXL2X,EUR,PDG122,-,-,UKXL2X Index,-,-,-
S,FTSE 100 Daily Short Index,UKXS,GBP,PDG122,-,-,UKXS100 Index,.TRIUKXS,-,.FTUKXS
S,FTSE 100 Daily Short RT Gross TR Index,UKXS1X,EUR,PDG122,-,-,UKXS1X Index,-,-,-
S,FTSE 100 Daily Short Strategy RT Gross TR Index,UKXI1X,EUR,PDG122,-,-,UKXI1X Index,-,-,-
S,FTSE 100 Daily Super Leveraged RT TR Index,UKXL3X,EUR,PDG122,-,-,UKXL3X Index,-,-,-
S,FTSE 100 Daily Super Short RT Gross TR Index,UKXS2X,EUR,PDG122,-,-,UKXS2X Index,-,-,-
S,FTSE 100 Daily Super Short Strategy RT Gross TR Index,UKXI2X,EUR,PDG122,-,-,UKXI2X Index,-,-,-
S,FTSE 100 Daily Ultra Leveraged RT TR Index,UKXL4X,EUR,PDG122,-,-,UKXL4X Index,-,-,-
S,FTSE 100 Daily Ultra Short RT Gross TR Index,UKXS3X,EUR,PDG122,-,-,UKXS3X Index,-,-,-
S,FTSE 100 Daily Ultra Short Strategy RT Gross TR Index,UKXI3X,EUR,PDG122,-,-,UKXI3X Index,-,-,-
S,FTSE 100 Equally Weighted Index,UKXEQW,GBP,PDG101,UKXEQTR,-,-,.UKXEQTR,-,-
S,FTSE 100 Equally Weighted Net Tax Expiry Index,UKXEQSP,GBP,PDG101,-,-,UKXEQSP,.TRIUKXEQSP,-,-
S,FTSE 100 Equally Weighted Net Tax Index ,UKXEQ,GBP,PDG101,-,"TUKXEQ
",UKXEQ ,.TRIUKXEQ,-,.FTUKXEQ
S,FTSE 100 expiry index,UKXSP,GBP,PDG101,-,-,UKXSP ,.TRIUKXSP,-,.FTSESP
S,FTSE 100 Index,UKX,GBP,PDG101,TUKXG,-,UKX ,.TRIUKX,-,.FTSE
S,FTSE 100 Index USD,UKXUSD,USD,PDG101,"UKXUSDT
",-,UKXUSD,.TRIUKXUSD,-,.FTUKXUSD
S,FTSE 100 Mini Index,UKXM,GBP,PDG101,-,-,UKXM Index,.TRIUKXM1,-,.FTUKXM1
S,FTSE 100 Minimum Variance Index ,UKXMV,GBP,PDG101,"TUKXMV
",-,UKXMV,.TRIUKXMV,-,.FTUKXMV
S,FTSE 100 Net Dividend Total Return Index,UKXNUK,GBP,PDG101,-,UKXNUK,-,.TRIUKXNUK,-,.FTUKXNUK
S,FTSE 100 Total Return Declared Dividend Index ,UKXDUK,GBP,PDG101,-,-,UKXDUK,.TRIUKXDUK,-,.FTUKXDUK
S,FTSE 100 USD Mini Index,UKXUSDM,USD,PDG101,-,-,UKXUSDM Index,.TRIUKXUSDM,-,.FTUKXUSDM
S,FTSE 250 Daily Leveraged RT TR Index,MCXL2X,EUR,PDG122,-,-,MCXL2X Index,-,-,-
S,FTSE 250 Daily Short Strategy RT Gross TR Index,MCXI1X,EUR,PDG122,-,-,MCXI1X Index,-,-,-
S,FTSE 250 Daily Super Leveraged RT TR Index,MCXL3X,EUR,PDG122,-,-,MCXL3X Index,-,-,-
S,FTSE 250 Daily Super Short Strategy RT Gross TR Index,MCXI2X,EUR,PDG122,-,-,MCXI2X Index,-,-,-
S,FTSE 250 Daily Ultra Leveraged RT TR Index,MCXL4X,EUR,PDG122,-,-,MCXL4X Index,-,-,-
S,FTSE 250 Daily Ultra Short Strategy RT Gross TR Index,MCXI3X,EUR,PDG122,-,-,MCXI3X Index,-,-,-
S,FTSE 250 ex Inv Co Index,MCIX,GBP,PDG101,-,-,MCIX ,.TRIMCIX,-,.FTMX
S,FTSE 250 expiry,MCXSP,GBP,PDG101,-,-,MCXSP,.TRIMCXSP,-,.FTMCSP
S,FTSE 250 Index,MCX,GBP,PDG101,-,-,MCX ,.TRIMCX,-,.FTMC
S,FTSE 250 Net Dividend Index,MCXNUK,GBP,PDG101,-,MCXNUK,-,.TRIMCXNUK,-,-
S,FTSE 250 Net Tax EUR Index,MCXNUKEU,EUR,PDG101,-,MCXNUKEU,-,-,.TRIMCXNUKEU,-
S,FTSE 350 Aerospace and Defense Index,NMX502010,GBP,PDG101,TF3AEROG,-,F3AERO,.TRINMX502010,,.FTNMX502010
S,FTSE 350 Automobiles and Parts Index,UB4010,GBP,PDG101,TF3AUTSG,-,F3AUTOS,.TRIUB4010,-,.FTUB4010
S,FTSE 350 Automobiles and Parts Index,NMX401010,GBP,PDG101,TF3AUTOG,-,F3AUTO,.TRINMX401010,,.FTNMX401010
S,FTSE 350 Banks Index,UB3010,GBP,PDG101,TF3BNKSG,-,F3BANKS,.TRIUB3010,-,.FTUB3010
S,FTSE 350 Banks Index,NMX301010,GBP,PDG101,TF3BANKG,-,F3BANK,.TRINMX301010,,.FTNMX301010
S,FTSE 350 Basic Resources Index,UB5510,GBP,PDG101,TF3BASRG,-,F3BASRS,.TRIUB5510,-,.FTUB5510
S,FTSE 350 Beverages Index,NMX451010,GBP,PDG101,TF3BEVGG,-,F3BEVG,.TRINMX451010,,.FTNMX451010
S,FTSE 350 Chemicals Index,UB5520,GBP,PDG101,TF3CHMSG,-,F3CHEMS,.TRIUB5520,-,.FTUB5520
S,FTSE 350 Chemicals Index,NMX552010,GBP,PDG101,TF3CHEMG,-,F3CHEM,.TRINMX552010,,.FTNMX552010
S,FTSE 350 Closed End Investments Index,NMX302040,GBP,PDG101,TF3EQIEG,-,F3INVC,.TRINMX302040,,.FTNMX302040
S,FTSE 350 Construction and Materials Index,UB5010,GBP,PDG101,TF3CNMTG,-,F3CNMATS,.TRIUB5010,-,.FTUB5010
S,FTSE 350 Construction and Materials Index,NMX501010,GBP,PDG101,TF3CONSG,-,F3CONS,.TRINMX501010,,.FTNMX501010
S,FTSE 350 Consumer Products and Services Index,UB4020,GBP,PDG101,No realtime,-,No realtime,.TRIUB4020,-,.FTUB4020
S,FTSE 350 Electricity Index,NMX651010,GBP,PDG101,TF3ELECG,-,F3ELEC,.TRINMX651010,,.FTNMX651010
S,FTSE 350 Electronic and Electrical Equipment Index,NMX502020,GBP,PDG101,TF3ELTRG,-,F3ELTR,.TRINMX502020,,.FTNMX502020
S,FTSE 350 Energy Index,UB6010,GBP,PDG101,TF3OILSG,-,F3OILGS,.TRIUB6010,-,.FTUB6010
S,FTSE 350 Finance and Credit Services Index,NMX302010,GBP,PDG101,TF3OTHRG,-,F3OTHR,.TRINMX302010,,.FTNMX302010
S,FTSE 350 Financial Services Index,UB3020,GBP,PDG101,TF3FINSG,-,F3FINS,.TRIUB3020,-,.FTUB3020
S,FTSE 350 Food Producers Index,NMX451020,GBP,PDG101,TF3FOODG,-,F3FOOD,.TRINMX451020,,.FTNMX451020
S,"FTSE 350 Food, Beverage and Tobacco Index",UB4510,GBP,PDG101,TF3FDBVG,-,F3FDBVS,.TRIUB4510,-,.FTUB4510
S,"FTSE 350 Gas, Water and Multi-utilities Index",NMX651020,GBP,PDG101,TF3UTLOG,-,F3UTLO,.TRINMX651020,,.FTNMX651020
S,FTSE 350 General Industrials Index,NMX502030,GBP,PDG101,TF3DINDG,-,F3DIND,.TRINMX502030,,.FTNMX502030
S,FTSE 350 Health Care Index,UB2010,GBP,PDG101,TF3HLTSG,-,F3HLTHS,.TRIUB2010,-,.FTUB2010
P,FTSE 350 Higher Yield Index,HIX,GBP,PDG1,FTPTT35H,-,FTHIX Index ,-,-,.FTHY
S,FTSE 350 Household Goods and Home Construction Index,NMX402020,GBP,PDG101,TF3HOGEG,-,F3HOUGE,.TRINMX402020,,.FTNMX402020
S,FTSE 350 Index,NMX,GBP,PDG101,"TNMXG
",-,NMX ,.TRINMX,-,.FTLC
S,FTSE 350 Industrial Engineering Index,NMX502040,GBP,PDG101,TF3ENGNG,-,F3ENGN,.TRINMX502040,,.FTNMX502040
S,FTSE 350 Industrial Goods and Services Index,UB5020,GBP,PDG101,TF3IGSSG,-,F3IGSS,.TRIUB5020,-,.FTUB5020
S,FTSE 350 Industrial Materials Index,NMX551010,GBP,PDG101,TF3PAPRG,-,F3PAPR,.TRINMX551010,,.FTNMX551010
S,FTSE 350 Industrial Metals and Mining Index,NMX551020,GBP,PDG101,TF3METLG,-,F3METL,.TRINMX551020,,.FTNMX551020
S,FTSE 350 Industrial Support Services Index,NMX502050,GBP,PDG101,TF3SUPPG,-,F3SUPP,.TRINMX502050,,.FTNMX502050
S,FTSE 350 Industrial Transportation Index,NMX502060,GBP,PDG101,TF3TRANG,-,F3TRAN,.TRINMX502060,,.FTNMX502060
S,FTSE 350 Insurance Index,UB3030,GBP,PDG101,TF3INSSG,-,F3INSUS,.TRIUB3030,-,.FTUB3030
S,FTSE 350 Leisure Goods Index,NMX402030,GBP,PDG101,TF3HOUSG,-,F3HOUS,.TRINMX402030,,.FTNMX402030
S,FTSE 350 Life Insurance Index,NMX303010,GBP,PDG101,TF3LIFEG,-,F3LIFE,.TRINMX303010,,.FTNMX303010
P,FTSE 350 Lower Yield Index,LIX,GBP,PDG1,FTPTT35L,-,FTLIX Index ,-,-,.FTLY
S,FTSE 350 Media Index,UB4030,GBP,PDG101,TF3MEDSG,-,F3MEDAS,.TRIUB4030,-,.FTUB4030
S,FTSE 350 Media Index,NMX403010,GBP,PDG101,TF3MEDAG,-,F3MEDA,.TRINMX403010,,.FTNMX403010
S,FTSE 350 Medical Equipment and Services Index,NMX201020,GBP,PDG101,TF3HLTHG,-,F3HLTH,.TRINMX201020,,.FTNMX201020
S,FTSE 350 Nonlife Insurance Index,NMX303020,GBP,PDG101,TF3INSUG,-,F3INSU,.TRINMX303020,,.FTNMX303020
S,FTSE 350 Oil. Gas and Coal Index,NMX601010,GBP,PDG101,TF3OILGG,-,F3OILG,.TRINMX601010,,.FTNMX601010
S,"FTSE 350 Personal Care, Drug and Grocery Stores Index",UB4520,GBP,PDG101,TF3PHSGG,-,F3PHSGS,.TRIUB4520,-,.FTUB4520
S,"FTSE 350 Personal Care, Drug and Grocery Stores Index",NMX452010,GBP,PDG101,TF3FDRTG,-,F3FDRT,.TRINMX452010,,.FTNMX452010
S,FTSE 350 Personal Goods Index,NMX402040,GBP,PDG101,TF3PERCG,-,F3PERC,.TRINMX402040,,.FTNMX402040
S,FTSE 350 Pharmaceuticals and Biotechnology Index,NMX201030,GBP,PDG101,TF3PHRMG,-,F3PHRM,.TRINMX201030,,.FTNMX201030
S,FTSE 350 Precious Metals and Mining Index,NMX551030,GBP,PDG101,TF3MNGG,-,F3MNG,.TRINMX551030,,.FTNMX551030
S,FTSE 350 Real Estate Index,UB3510,GBP,PDG101,F3REAEST,-,F3REAES,.TRIUB3510,-,.FTUB3510
S,FTSE 350 Real Estate Investment and Services Index,NMX351010,GBP,PDG101,F3REISVT,-,F3REISV,.TRINMX351010,,.FTNMX351010
S,FTSE 350 Real Estate Investment Trusts Index,NMX351020,GBP,PDG101,F3REITST,-,F3REITS,.TRINMX351020,,.FTNMX351020
S,FTSE 350 Retail Index,UB4040,GBP,PDG101,TF3RETLG,-,F3RETLS,.TRIUB4040,-,.FTUB4040
S,FTSE 350 Retailers Index,NMX404010,GBP,PDG101,TF3RETGG,-,F3RETG,.TRINMX404010,,.FTNMX404010
S,FTSE 350 Software and Computer Services Index,NMX101010,GBP,PDG101,TF3SOFTG,-,F3SOFT,.TRINMX101010,,.FTNMX101010
S,FTSE 350 Technology Index,UB1010,GBP,PDG101,TF3TECHG,-,F3TECHS,.TRIUB1010,-,.FTUB1010
S,FTSE 350 Telecommunications Index,UB1510,GBP,PDG101,TF3TELSG,-,F3TELES,.TRIUB1510,-,.FTUB1510
S,FTSE 350 Telecommunications Service Providers Index,NMX151020,GBP,PDG101,TF3MBTEG,-,F3MOBTE,.TRINMX151020,,.FTNMX151020
S,FTSE 350 Tobacco Index,NMX451030,GBP,PDG101,TF3TOBCG,-,F3TOBC,.TRINMX451030,,.FTNMX451030
S,FTSE 350 Travel and Leisure Index,UB4050,GBP,PDG101,TF3TRLEG,-,F3TRLES,.TRIUB4050,-,.FTUB4050
S,FTSE 350 Travel and Leisure Index,NMX405010,GBP,PDG101,TF3LEISG,-,F3LEIS,.TRINMX405010,,.FTNMX405010
S,FTSE 350 Utilities Index,UB6510,GBP,PDG101,TF3UTLSG,-,F3UTLOS,.TRIUB6510,-,.FTUB6510
P,FTSE Advanced Emerging Index,AA07,USD,PDG1,-,-,FTAA07 Index,-,-,.FTAWAER
P,FTSE AIM 100 Index,AIM1,GBP,PDG1,-,-,AIM100 Index,-,-,.FTAIM1
P,FTSE AIM All-Share Index,AXX,GBP,PDG1,-,-,AXX Index,-,-,.FTAI
P,FTSE Italia Growth Index,ITAIM,EUR,PDG27,"TITAIM
",-,ITAIM,-,-,.FTITAIM
P,FTSE AIM UK 50 Index,AIM5,GBP,PDG1,-,-,AIM50 Index,-,-,.FTAIM5
P,FTSE All Cap ex USA Index,ACXUSS,USD,PDG1,-,-,ACXUSS,-,-,.FTACXUSS
P,FTSE All Cap Index,GEISAC,USD,PDG1,-,-,GEISAC,-,-,.FTGEISAC
P,FTSE All Emerging Pacific All Cap Index,AG16,USD,PDG1,-,-,AG16X Index,-,-,.FTAEAPLMS
P,FTSE All-Share ex Investment Companies Index,ASXX,GBP,PDG1,FTPTTALX,-,ASXX Index,-,-,.FTAX
S,FTSE All-Share Index,ASX,GBP,PDG101,"ASXTR
",-,ASX,.TRIASX,-,.FTAS
S,FTSE All-World Emerging Asia Pacific Net Tax,AWALEPN,USD,PDG101,-,AWALEPNR,-,-,.TRIAWALEPN,-
P,FTSE All-World Ex Japan Index,AW04,USD,PDG1,-,-,FTAW04 Index,-,-,.FTAWXJASR
P,FTSE All-World Ex South Africa Index,AW05,USD,PDG1,-,-,FTAW05 Index,-,-,.FTAWXSAFSR
P,FTSE All-World Ex UK Index,AW03,USD,PDG1,-,-,FTAW03 Index,-,-,.FTAWXUKSR
P,FTSE All-World Ex US Index,AW02,USD,PDG1,-,-,FTAW02 Index,-,-,.FTAWXUSASR
S,FTSE All-World High Dividend Yield Index ,AWHDY01,USD,PDG101,TAWHDY01 ,-,AWHDY01   ,.TRIAWHDY01,-,.FTAWHDY01
S,FTSE All-World High Dividend Yield Index ,AWHDY01C,CHF,PDG101,"TAWHDY1C
",-,AWHDY01C,.FTAWHDY01C,-,.FTAWHDY01C
S,FTSE All-World High Dividend Yield Index ,AWHDY01G,GBP,PDG101,TAWHDYG ,-,AWHDY01G,.TRIAWHDY01G,-,.FTAWHDY01G
S,FTSE All-World High Dividend Yield Index – EUR,AWHDY01E,EUR,PDG101,"TAWHDY1E
",-,AWHDY01E,.TRIAWHDY01E,-,.FTAWHDY01E
P,FTSE All-World Index,AW01,USD,PDG1,TAWNT01U,-,FTAW01 Index,-,-,.FTAWORLDSR
P,FTSE Americas Index,AWAMERS,USD,PDG1,FTR1AMCS,-,AWAMERS Index,-,-,.FTAWAMERSU
S,FTSE ASEAN All-Share ex Developed Index,ASEANEM,USD,PDG112,-,-,ASEANEM,-,-,.FTASEANEM
S,FTSE ASEAN All-Share Index,ASEANAS,USD,PDG112,-,-,ASEANAS,-,-,.FTASEANAS
P,FTSE ASFA All-Share L/M/S ex REITs,GPFF004,AUD,PDG1,-,-,GPFF004 Index ,-,-,.FTGPFF004
P,FTSE ASFA All-Share L/M/S Tax Exempt ex REITs,GPFF002,AUD,PDG1,-,-,GPFF002 Index,-,-,.FTGPFF002
P,FTSE ASFA Australia 100 Index ,FAUSO,AUD,PDG1,-,-,FAUSO,-,-,.FTFAUSO
P,FTSE ASFA Australia 200 Index ,FAUSLMC,AUD,PDG1,-,-,FAUSLMC,-,-,.FTFAUSLMC
P,FTSE ASFA Australia 300 Index ,FAUST,AUD,PDG1,-,-,FAUST,-,-,.FTFAUST
P,FTSE ASFA Australia All-Share Index,FAUSA,AUD,PDG1,-,-,FAUSA,-,-,.FTFAUSA
P,FTSE ASFA Australia Small Cap Index ,FAUSSC,AUD,PDG1,-,-,FAUSSC,-,-,.FTFAUSSC
P,FTSE ASFA L/M 200 ex REITs,GPFF003,AUD,PDG1,-,-,GPFF003 Index,-,-,.FTGPFF003
P,FTSE ASFA L/M 200 Tax Exempt ex REITs,GPFF001,AUD,PDG1,-,-,GPFF001 Index,-,-,.FTGPFF001
S,FTSE Asia ex Japan ESG Index,FAJESG,USD,PDG101,-,-,-,.TRIFAJESG,-,.FTFAJESG
S,FTSE Asia ex Japan ESG Price Return Index (Real time),FAJESG,USD,PDG101,-,-,FAJESG,,,
S,FTSE Asia ex Japan RIC Capped Index,FTCRAXJ,USD,PDG101,-,-,-,-,.TRIFTCRAXJ,-
S,FTSE Asia ex Japan RIC Capped Net Tax Index,FTCRAXJN,USD,PDG101,-,-,-,-,.TRIFTCRAXJN,-
P,FTSE Asia Pacific All Cap ex Indonesia ex Japan ex Pakistan ex Aus ex NZ Index,G09,USD,PDG1,-,-,G09X Index ,-,-,.FTAPLMSXJIPAZ
P,FTSE Asia Pacific All Cap ex Indonesia ex Japan ex Pakistan Index,G08,USD,PDG1,-,-,G08X Index,-,-,.FTAPLMSXJPIPK
P,FTSE Asia Pacific All Cap ex Japan Index,G07,USD,PDG1,-,-,G07X Index,-,-,.FTAPLMSXJP
P,FTSE Asia Pacific All Cap Index,G06,USD,PDG1,-,-,G06X Index,-,-,.FTAPLMS
S,FTSE Asia Pacific ex Japan Australia and New Zealand Index,AWPXJAN,USD,PDG101,-,-,AWPXJANR,-,.TRIAWPXJAN,.FTAWPXJAN
S,FTSE Asia Pacific ex Japan Australia and New Zealand Net HKD Index,AWPXJANH,HKD,PDG101,-,-,-,-,.TRIAWPXJANH,.FTAWPXJANH
S,FTSE Asia Pacific ex Japan Australia and New Zealand Net Index,AWPXJANN,USD,PDG101,-,AWPXJARN,-,-,.TRIAWPXJANN,.FTAWPXJANN
P,FTSE Asia Pacific Ex Japan Index,AW07,USD,PDG1,FTS5APXJ,-,FTAW07 Index,-,-,.FTAWPACXJAR
P,FTSE Asia Pacific ex Japan India Pakistan Australia and NZ,AW09,USD,PDG1,-,-,FTAW09 Index,-,-,.FTAWXJIPANR
P,FTSE Asia Pacific ex Japan India Pakistan Index,AW08,USD,PDG1,-,-,FTAW08 Index,-,-,.FTAWPXJIPR
P,FTSE Asia Pacific Index,AW06,USD,PDG1,-,-,FTAW06 Index,-,-,.FTAWPACSR
P,FTSE Asia Pacific Small Cap ex Japan Index,SD10,USD,PDG1,-,-,SD10X Index ,-,-,.FTAPSCXJP
P,FTSE Asia Pacific Small Cap Index,SS09,USD,PDG1,-,-,SS09X Index ,-,-,.FTAPSC
S,FTSE Atlantic ESG Equal Weight Index,GPBCL010,EUR,PDG101,-,-,-,-,-,.FTGPBCL010
S,FTSE Australia 300 Choice Index,FAUCI,AUD,PDG101,FAUCITR,-,FAUCIPR,.TRIFAUCI,-,.FTFAUCI
S,FTSE Australia 300 Choice Net Tax Index,FAUCIN,AUD,PDG101,-,FAUCINNR,-,.TRIFAUCIN,-,-
P,FTSE Australia High Dividend Yield Index ,GPVAN013,AUD,PDG1,-,-,GPVAN013 Index,-,-,.FTGPVAN013
P,FTSE Australia Index,WIAUS,AUD,PDG1,FTL3AU,-,WIAUS Index,-,-,.FTWIAUSL
S,FTSE Australia RIC Capped Index,FTCRAU,USD,PDG101,-,-,-,.TRIFTCRAU,-,.FTFTCRAU
S,FTSE Australia RIC Capped Net Tax Index,FTCRAUN,USD,PDG101,-,-,-,-,.TRIFTCRAUN,-
S,FTSE Australia USD Net Tax Index,WIAUSNTU,USD,PDG101,-,WIAUSNTU,-,-,.TRIWIAUSNTU,-
P,FTSE Austria Index,WIAUT,EUR,PDG1,FTL3AT,-,WIAUT Index,-,-,.FTWIAUTE
P,FTSE Belgium/Lux Index,WIBEL,EUR,PDG1,FTL3BE,-,WIBEL Index,-,-,.FTWIBELE
S,FTSE Beta Advantage Research Enhanced US Equity TR Index,BARECOT,USD,PDG01RR,BARECO1,-,-,.TRIBARECOT,-,-
S,FTSE Beta Advantage Research Enhanced US Value TR Index,BAREVAT,USD,PDG01RR,BAREVA1,-,-,.TRIBAREVAT,-,-
S,FTSE BIVA Index,FTBIVA,MXN,PDG106,FTBIVAT,-,FTBIVA,.TRIFTBIVA,-,.FTFTBIVA
S,FTSE BIVA Net Tax Index,FTBIVAN,MXN,PDG106,-,FTBIVAN,-,-,.TRIFTBIVAN,-
S,FTSE Blossom Japan Index,FBLSMJPN,JPY,PDG101,FBLSMJPT,-,FBLSMJPR,.TRIFBLSMJPN,-,.FTFBLSMJPN
S,FTSE Brazil 30/18 Capped Index,WIBRAFC,USD,PDG101,-,-,WIBRAFCR,.TRIWIBRAFC,-,.FTWIBRAFC
S,FTSE Brazil 30/18 Capped Net Tax Index,WIBRAFCN,USD,PDG101,-,WIBRAFCN,-,-,.TRIWIBRAFCN,-
P,FTSE Brazil Index,WIBRA,BRL,PDG1,FTL3BR,-,WIBRA Index,-,-,.FTWIBRAL
S,FTSE Brazil RIC Capped Index,FTCRBRA,USD,PDG101,-,-,-,.TRIFTCRBRA,-,.FTFTCRBRA
S,FTSE Brazil RIC Capped Net Tax Index,FTCRBRAN,USD,PDG101,-,-,-,-,.TRIFTCRBRAN,-
S,FTSE BRIC 50,FBRIC,USD,PDG101,TFBRICU,-,FBRIC,.TRIFBRIC,-,.FTFBRIC
S,FTSE BRIC 50 2x Daily Short USD Index,BRICUS2X,USD,PDG122,-,-,-,-,-,.FTBRICUS2X
S,FTSE BRIC 50 2x Daily Super Leveraged USD Index,BRICUL2X,USD,PDG122,-,-,-,-,-,.FTBRICUL2X
S,FTSE BRIC 50 3x Daily Leveraged USD Index,BRICUL3X,USD,PDG122,-,-,-,-,-,.FTBRICUL3X
S,FTSE BRIC 50 3x Daily Short USD Index,BRICUS3X,USD,PDG122,-,-,-,-,-,.FTBRICUS3X
S,FTSE BRIC 50 Daily Short USD Index,BRICUS1X,USD,PDG122,-,-,-,-,-,.FTBRICUS1X
P,FTSE Bursa Malaysia ACE Index,FBMMES,MYR,PDG16,-,-,FBMMES ,-,-,.FTFBMMES
P,FTSE Bursa Malaysia Asian Palm Oil Plantation Index MYR,FBMAPM,MYR,PDG16,-,-,FBMAPM,-,-,.FTFBMAPM
P,FTSE Bursa Malaysia Asian Palm Oil Plantation Index USD,FBMAPU,MYR,PDG16,-,-,FBMAPU,-,-,.FTFBMAPU
P,FTSE Bursa Malaysia EMAS Index,FBMEMAS,MYR,PDG16,-,-,FBMEMAS,-,-,.FTFBMEMAS
P,FTSE Bursa Malaysia EMAS Shariah Index,FBMS,MYR,PDG16,-,-,"FBMS
",.TFTFBMSE,-,.FTFBMS
P,FTSE Bursa Malaysia Fledgling Index,FBMFLG,MYR,PDG16,-,-,FBMFL,-,-,.FTFBMFLG
P,FTSE Bursa Malaysia Hijrah Shariah Index,FBMHS,MYR,PDG16,-,-,FBMHS,-,-,.FTFBMHS
P,FTSE Bursa Malaysia KLCI,FBMKLCI,MYR,PDG16,-,-,FBMKLCI,-,-,.FTFBMKLCI
S,FTSE Bursa Malaysia KLCI 2x Daily Leveraged (Price) Index,FTKLPL2X,MYR,PDG122,-,-,FTKLPL2X,.TRIFTKLPL2X,-,.FTFTKLPL2X
S,FTSE Bursa Malaysia KLCI Daily Short (Price) Index,FTKLPS1X,MYR,PDG122,-,-,-,.TRIFTKLPS1X,-,.FTFTKLPS1X
P,FTSE Bursa Malaysia Mid 70 Index,FBM70,MYR,PDG16,-,-,FBM70,-,-,.FTFBM70
S,FTSE Bursa Malaysia MidS Cap Index,FBMMSCAP,MYR,PDG16,-,-,-,-,-,.FTFBMMSCAP
S,FTSE Bursa Malaysia MidS Cap Shariah Index,FBMMSCS,MYR,PDG16,-,-,-,-,-,.FTFBMMSCS
P,FTSE Bursa Malaysia Palm Oil Plantation Index,FBMPM,MYR,PDG16,-,-,FBMPM,-,-,.FTFBMPM
P,FTSE Bursa Malaysia Small Cap Index,FBMSCAP,MYR,PDG16,-,-,"FBMSC
",-,-,.FTFBMSCAP
P,FTSE Bursa Malaysia Top 100 Index,FBM100,MYR,PDG16,-,-,FBM100,-,-,.FTFBM100
P,FTSE Canada All Cap Basic Material Capped 25% Index ,GPVAN020,CAD,PDG1,-,-,GPVAN020 Index,-,-,-
P,FTSE Canada All Cap Financials ex Real Estate Capped 25% Index,GPVAN021,CAD,PDG1,-,-,GPVAN021 Index,-,-,-
P,FTSE Canada All Cap Oil & Gas Capped 25% Index ,GPVAN019,CAD,PDG1,-,-,GPVAN019 Index,-,-,-
P,FTSE Canada All Cap Real Estate Capped 25% Index ,GPVAN022,CAD,PDG1,TGPVA22C,-,GPVAN022 Index,-,-,.FTGPVAN022
P,FTSE Canada High Dividend Yield Index,GPVAN025,CAD,PDG1,TGPVA25C,-,GPVAN025 Index,-,-,-
P,FTSE Canada Index,WICAN,CAD,PDG1,FTL3CA,-,WICAN Index,-,-,.FTWICANL
S,FTSE Canada RIC Capped Index,FTCRCAN,USD,PDG101,-,-,-,.TRIFTCRCAN,-,.FTFTCRCAN
S,FTSE Canada RIC Capped Net Tax Index,FTCRCANN,USD,PDG101,-,-,-,-,.TRIFTCRCANN,-
P,FTSE Chile Index,WICHL,CLP,PDG1,FTL3CL,-,WICHL Index,-,-,.FTWICHLL
P,FTSE China (HK Listed) Index,CH80,HKD,PDG1,-,-,CH80 Index,-,-,.FTCH80
S,FTSE China 30/18 Capped Index,WICHNFC,USD,PDG101,-,-,WICHNFCR,.TRIWICHNFC,-,.FTWICHNFC
S,FTSE China 30/18 Capped Net Tax Index,WICHNFCN,USD,PDG101,-,WICHNFCN,-,-,.TRIWICHNFCN,-
S,FTSE China 50 Index HKD,XIN0,HKD,PDG105,TXINOU,-,XIN0I Index ,.TRIXIN0,-,.FXT
S,FTSE China 50 Mini Index,FXTM,HKD,PDG105,-,-,FXTM Index,.TRIFXTM,-,.FTFXTM
S,FTSE China 50 Net Tax CAD Index,XIN0CN,CAD,PDG105,XIN0CN,XIN0CN,XIN0CN,-,-,.TRIXIN0CN
S,FTSE China 50 Net Tax Index,XIN0N,HKD,PDG105,-,-,-,-,-,-
S,FTSE China 50 Net Tax USD Index,XIN0UN,USD,PDG105,-,-,XIN0UN Index,-,.TRIXIN0UN,-
S,FTSE China 50 USD Index,XIN0U,USD,PDG105,-,-,XIN0U Index ,.TFTXIN0U,-,.FTXIN0USD
S,FTSE China A 150 Index,XIN150,CNY,PDG105,-,-,-,.TRIXIN150,-,.FTXIN150
P,FTSE China A 200 Index,XIN3,CNY,PDG5,FTXHTRUS,-,XIN3I Index ,-,-,.FTXIA200
P,FTSE China A 400 Index,XIN5,CNY,PDG5,-,-,XIN5I Index,-,-,.FTXIA400
P,FTSE China A 600 Aerospace and Defense Index,XIN4502010,CNY,PDG5,-,-,XA21,-,-,.FTXIN4502010
