Pulsed/ Streaming,FTSE Index ,FTSE Code,Base Currency,PDG,Bloomberg Ticker- Total Return,Bloomberg Ticker- Net Return,Bloomberg Ticker- Price Return,RIC Code - Total Return,RIC Code - Net Return,RIC Codes - Price Return
S,FTSE Emerging Country Relative Volatility Factor Net Index,FEVCRN,USD,PDG101,-,-,-,-,.TRIFEVCRN,-
P,FTSE Emerging EMEA 40 Index,EMEA40CE,EUR,PDG1,-,-,EMEA40CE,-,-,.FTEMEA40CE
P,FTSE Emerging EMEA 40 Index,EMEA40CU,USD,PDG1,-,-,EMEA40CU,-,-,.FTEMEA40CU
S,FTSE Emerging Equal Country Weight Net Tax Index,ECWEMN,USD,PDG101,-,-,-,-,-,-
S,FTSE Emerging ESG Index,ESGEM,USD,PDG101,-,-,ESGEMPR,.TRIESGEM,-,.FTESGEM
P,FTSE Emerging Index,AG01,USD,PDG101,-,-,FTAG01 Index,.TFTAWALLEU,-,.FTAWALLER
S,FTSE Emerging Large Cap Super Liquid Net Of Tax Index,FTEMSLNU,USD,PDG101,-,FTEMSLNU,-,-,.TRIFTEMSLNU,.FTFTEMSLNU
P,FTSE Emerging Latin America Index,AG02,USD,PDG1,-,-,FTAG02 Index,-,-,.FTAWALLELAR
S,FTSE Emerging Markets All Cap China A Inclusion Index,FQEAC,USD,PDG101,FQEACTR ,-,FQEAC ,-,-,.FTFQEAC
S,FTSE Emerging Markets All Cap China A Inclusion Net Tax Index,FQEN,USD,PDG101,-,FQEN,-,-,.TRIFQEN,-
S,FTSE Emerging Markets China A Inclusion Index,FQE,USD,PDG101,FQETR,-,FQE,.TRIFQE,-,.FTFQE
S,FTSE Emerging Markets China A Inclusion Net Tax Index,FQEACN,USD,PDG101,-,FQEACNUS,-,-,.TRIFQEACN,-
S,FTSE Emerging Markets incl China Overseas Inclusion (no Quota) Index,FQECOQ,USD,PDG101,FQECOQTR,-,FQECOQ,.TRIFQECOQ,-,.FTFQECOQ
S,FTSE Emerging Markets incl China Overseas Inclusion (no Quota) Net Tax Index,FQECONQ,USD,PDG101,-,FQECONQ,-,.TRIFQECONQ,-,-
S,FTSE Emerging Minimum Variance Net Tax Index,AWALEMVN,USD,PDG101,-,AWALEMVN,-,-,.TRIAWALEMVN,-
S,FTSE Emerging Mom/2Qual/2Vol 7.5% Capped Factor Index,FEMQVC,USD,PDG101,-,-,-,.TRIFEMQVC,-,.FTFEMQVC
S,FTSE Emerging Mom/2Qual/2Vol 7.5% Capped Factor Net Tax Index,FEMQVCN,USD,PDG101,-,-,-,-,.TRIFEMQVCN,-
S,FTSE Emerging Net Tax (US RIC) 1.25x Daily Leveraged No Spread LIBOR Index,EMNLL1QX,USD,PDG122,-,-,-,-,-,-
S,FTSE Emerging Net Tax (US RIC) Index,AWALLEN,USD,PDG101,-,AWALLENR,-,-,.TRIAWALLEN,-
S,FTSE Emerging Net Tax (US RIC) Index,AWALLER,USD,PDG101,-,-,-,-,-,-
S,FTSE Emerging Qual / Vol / Yield Factor 5% Capped Index,EMQVYC,USD ,PDG101,-,-,-,.TRIEMQVYC,-,.FTEMQVYC
S,FTSE Emerging Size/2Val/0.5Qual/0.5Mom/0.5Vol 7.5% Capped Factor Index,FESZQMVC,USD,PDG101,-,-,-,.TRIFESZQMVC,-,.FTFESZQMVC
S,FTSE Emerging Size/2Val/0.5Qual/0.5Mom/0.5Vol 7.5% Capped Factor Net Tax Index,FESZQMVN,USD,PDG101,-,-,-,-,.TRIFESZQMVN,-
S,FTSE Emerging Super Liquid Index,FTEMSLU,USD,PDG101,"TFTEMSLU
",-,FTEMSLU,-,-,.FTFTEMSLU
P,FTSE Environmental Opportunities 100 Index,EO100,USD,PDG1,-,-,EO100 Index,.TFTEO100E,-,.FTEO100
P,FTSE Environmental Opportunities All Share Index,EOAS,USD,PDG1,-,-,EOAS Index,-,-,.FTEOAS
P,FTSE Environmental Opportunities Asia-Pacific Ex Japan Index,EOAX,USD,PDG1,-,-,EOAX Index,-,-,.FTEOAX
P,FTSE Environmental Opportunities Asia-Pacific Index,EOAP,USD,PDG1,-,-,EOAP Index,-,-,.FTEOAP
P,FTSE Environmental Opportunities Energy Efficiency 50 Index,EOEE50,USD,PDG1,EOEE50,-,EOEE50 Index,-,-,.FTEOEE50
P,FTSE Environmental Opportunities Energy Efficiency Index,EOEE,USD,PDG1,EOEE,-,EOEE Index,-,-,.FTEOEE
P,FTSE Environmental Opportunities Europe Index,EOEU,EUR,PDG1,TE0EUE,-,E0EU Index,-,-,.FTE0EU
P,FTSE Environmental Opportunities Japan Index,EOJP,JPY,PDG1,-,-,EOJP Index,-,-,.FTEOJP
P,FTSE Environmental Opportunities Renewable and Alternative Energy 50 Index,EORE50,USD,PDG1,EORE50,-,EORE50 Index,-,-,.FTEORE50
P,FTSE Environmental Opportunities Renewable and Alternative Energy Index,EORE,USD,PDG1,EORE,-,EORE Index,-,-,.FTEORE
P,FTSE Environmental Opportunities UK AIM Index,EOAIM,GBP,PDG1,-,-,EOAIM Index,-,-,.FTEOAIM
P,FTSE Environmental Opportunities UK Index,EOUK,GBP,PDG1,-,-,EOUK Index,-,-,.FTEOUK
P,FTSE Environmental Opportunities USA Index,EOUS,USD,PDG1,-,-,EOUS Index,-,-,.FTEOUS
P,FTSE Environmental Opportunities Waste and Pollution Control Technology 30 Index,EOWP30,USD,PDG1,-,-,EOWP30 Index,-,-,.FTEOWP30
P,FTSE Environmental Opportunities Waste and Pollution Control Technology Index,EOWP,USD,PDG1,-,-,EOWP Index,-,-,.FTEOWP
P,FTSE Environmental Opportunities Water Technology 30 Index,EOWR30,USD,PDG1,-,-,EOWR30 Index,-,-,.FTEOWR30
P,FTSE Environmental Opportunities Water Technology Index,EOWR,USD,PDG1,-,-,EOWR Index ,-,-,.FTEOWR
P,FTSE EPRA/NAREIT Americas Index,ENHA,EUR,PDG10,-,-,FENHA Index,.TFTENHAE,-,.FTENHA
S,FTSE EPRA/NAREIT Asia ex Japan REITs JPY Index,EPAXJRJN,JPY,PDG110,-,EPAXJRJN,-,-,.TRIEPAXJRJN,.FTEPAXJRJN
S,FTSE EPRA/NAREIT Asia ex Japan REITs SGD Index,EPAXJRSN,SGD ,PDG110,-,EPAXJRSN,-,-,.TRIEPAXJRSN,.FTEPAXJRSN
S,FTSE EPRA/NAREIT Asia ex Japan REITs USD Index,EPAXJRUN,USD,PDG110,-,EPAXJRUN,-,-,.TRIEPAXJRUN,.FTEPAXJRUN
P,FTSE EPRA/NAREIT Asia Pacific,ENHP,EUR,PDG10,-,-,FENHP Index,.TFTENHPE,-,.FTENHP
P,FTSE EPRA/NAREIT Australia Index,ELAU,AUD,PDG10,RDAU ,-,ELAU Index,.TFTELAUE,-,.FTELAU
P,FTSE EPRA/NAREIT Developed Asia 33 Index,ENA3,HKD,PDG10,TENA3,-,ENA3 Index,-,-,.FTENA3
P,FTSE EPRA/NAREIT Developed Asia Dividend+ Index,ENAD,USD,PDG10,TENADU,-,ENAD Index,-,-,.FTENAD
P,FTSE EPRA/NAREIT Developed Asia Index,EGAS,EUR,PDG10,REGA ,-,EGAS Index,.TFTEGASE,-,.FTEGAS
P,FTSE EPRA/NAREIT Developed Asia Index,UGAS,USD,PDG10,-,-,UGAS Index,-,-,.FTUGAS
P,FTSE EPRA/NAREIT Developed Dividend+ Index,ENGD,MYR,PDG10,TENGDE,-,ENGD Index,-,-,.FTENGD
P,FTSE EPRA/NAREIT Developed EMEA Index,EEUI,EUR,PDG10,-,-,FEEUI Index,-,-,.FTEEUI
P,FTSE EPRA/NAREIT Developed Europe (UK Restricted) Index,EPHG,EUR,PDG10,RPHG ,-,EPHG Index,.TFTEPHGE,-,.FTEPHG
P,FTSE EPRA/NAREIT Developed Europe Capped Index,E0RA,EUR,PDG10,TE0RAE,-,E0RA Index,.TFTR0EUE,-,.FTE0RA
P,FTSE EPRA/NAREIT Developed Europe Ex UK Capped Index,E0UK,EUR,PDG10,TE0UKE,-,E0UK Index,-,-,.FTE0UK
S,FTSE EPRA/NAREIT Developed Europe ex UK Capped Net Tax Index,R0UK,EUR,PDG110,-,-,-,-,-,.TRIR0UK
P,FTSE EPRA/NAREIT Developed Europe Ex UK Dividend+,ENDP,EUR,PDG10,TENDPE,-,ENDP Index,.TFTENDPE,-,.FTENDP
P,FTSE EPRA/NAREIT Developed Europe ex UK Index ,EXUK,EUR,PDG10,RXUK ,-,EXUK Index,-,-,.FTEXUK
P,FTSE EPRA/NAREIT Developed Europe Index,EPRA,EUR,PDG10,RPRA ,-,EPRA Index,.TFTEPRAE,-,.FTEPRA
P,FTSE EPRA/NAREIT Developed Europe Index,UPRA,USD,PDG10,-,-,UPRA Index,-,-,.FTUPRA
S,FTSE EPRA/NAREIT Developed Europe Index Net TRI,RPRA,EUR,PDG110,-,-,-,-,.TRIRPRA,-
P,FTSE EPRA/NAREIT Developed Europe Non-REITS Index,ENEE,EUR,PDG10,TENEEE,-,ENEE Index,-,-,.FTENEE
P,FTSE EPRA/NAREIT Developed Europe REITS Index,EREE,EUR,PDG10,TEREEE,-,EREE Index,-,-,.FTEREE
S,FTSE EPRA/NAREIT Developed Eurozone Index,EPDEU,EUR,PDG110,EPDEUTR,-,EPDEUPR Index,.TRIEPDEU,-,.FTERDEU
S,FTSE EPRA/NAREIT Developed Eurozone Net Tax Index,RPDEU,EUR,PDG110,-,RPFEUNT,-,-,.TRIRPDEU,-
P,FTSE EPRA/NAREIT Developed ex Middle East and Africa Index,ENDEM,EUR,PDG10,-,-,FENDEM Index,-,-,.FTENDEM
P,FTSE EPRA/NAREIT Developed ex US Index,EGXU,EUR,PDG10,REUGXU ,-,EGXU Index,.TFTEGXUE,-,.FTEGXU
P,FTSE EPRA/NAREIT Developed Index,ENGL,EUR,PDG10,RNGL ,-,ENGL Index,.TFTENGLE,-,.FTENGL
P,FTSE EPRA/NAREIT Developed Index,UNGL,USD,PDG10,-,-,UNGL Index,-,-,.FTUNGL
P,FTSE EPRA/NAREIT EMEA Index,ENHN,EUR,PDG10,-,-,FENHN Index,.TFTENHNE,-,.FTENHN
P,FTSE EPRA/NAREIT Emerging Americas Index,ENEL,EUR,PDG10,TENELE,-,FENEL Index,-,-,.FTENEL
P,FTSE EPRA/NAREIT Emerging Asia Pacific Index,ENEA,EUR,PDG10,TENEAE,-,FENEA Index,-,-,.FTENEA
P,FTSE EPRA/NAREIT Emerging EMEA Index,ENEM,EUR,PDG10,TENEME,-,FENEM Index,-,-,.FTENEM
P,FTSE EPRA/NAREIT Emerging Europe Index,ENEU,EUR,PDG10,TENEUE,-,FENEU Index,-,-,.FTENEU
P,FTSE EPRA/NAREIT Emerging Index,ENEI,EUR,PDG10,TENEIE,-,FENEI Index,-,-,.FTENEI
P,FTSE EPRA/NAREIT Emerging Middle East/Africa Index,ENME,EUR,PDG10,TENMEE,-,FENME Index,-,-,.FTENME
P,FTSE EPRA/NAREIT Europe Index,ENHU,EUR,PDG10,-,-,FENHU Index,.TFTENHUE,-,.FTENHU
P,FTSE EPRA/NAREIT Eurozone Index,EPEU,EUR,PDG10,RPEU ,-,EPEU Index,.TFTEPEUE,-,.FTEPEU
P,FTSE EPRA/NAREIT Germany Index ,EPGR,EUR,PDG10,-,-,-,-,-,.FTEPGR 
P,FTSE EPRA/NAREIT Global ex US Index,ENHE,EUR,PDG10,TENHEU,-,FENHE Index,.TFTENHEE,-,.FTENHE
P,FTSE EPRA/NAREIT Global Index,ENHG,EUR,PDG10,TENHGE,-,FENHG Index,.TFTENHGE,-,.FTENHG
S,FTSE EPRA/NAREIT Global REITs Index,ENXGUS,USD,PDG110,ENXG,-,-,.TRIENXGUS,-,-
S,FTSE EPRA/NAREIT Global REITs Net Tax Index,RNXGUS,USD,PDG110,-,RNXG,-,-,.TRIRNXGUS,-
P,FTSE EPRA/NAREIT Hong Kong Index,ELHK,HKD,PDG10,RHHK ,-,ELHK Index,.TFTELHKY,-,.FTELHK
P,FTSE EPRA/NAREIT Japan Index,ELJP,JPY,PDG10,RYJP ,-,ELJP Index,.TFTELJPS,-,.FTELJP
P,FTSE EPRA/NAREIT Middle East and Africa Index,ENHM,EUR,PDG10,-,-,FENHM Index,.TFTENHME,-,.FTENHM
P,FTSE EPRA/NAREIT North America Index,EGNA,EUR,PDG10,REGNA,-,EGNA Index,.TFTEGNAE,-,.FTEGNA
P,FTSE EPRA/NAREIT NORTH AMERICA Index,UGNA,USD,PDG10,-,-,UGNA Index,-,-,.FTUGNA
S,FTSE EPRA/NAREIT North America Super Liquid Net of Tax Index,FTENNASN,-,PDG101,-,FTENNASN,-,-,.TRIFTENNASN,.FTFTENNASN
S,FTSE EPRA/NAREIT UK Index  ,ELUK,GBP,PDG110,RLUK ,-,ELUK Index,.TFTELUKU,-,.FTELUK
S,FTSE EPRA/NAREIT UK Net Index,ELUKNUK,GBP,PDG110,-,-,TELUKNG Index ,.TRIELUKNUK,-,-
P,FTSE EPRA/NAREIT United States Index,UNUS,USD,PDG10,REUS ,-,UNUS Index,.TFTUNUSU,-,.FTUNUS
P,FTSE EPRA/NAREIT US Dividend+ Index,ENUD,USD,PDG10,TENUDU,-,ENUD Index,-,-,.FTENUD
S,FTSE ET Developed 50 8% Capped Index,ETDC50,AUD,PDG101,-,-,-,.TRIETDC50,-,.FTETDC50
P,FTSE ET100 Index,ET100 ,USD,PDG1,-,-,FET100,-,-,.FTET100
P,FTSE ET50 Index,ET50,USD,PDG1,ET50TR,-,ET50 Index,.TFTET50U,-,.FTET50
P,FTSE Euro 100 Index,EB1X,EUR,PDG1,ETOPE100,-,EB1X Index,-,-,.FTEUEB
P,FTSE Eurobloc All Cap Index,G14,USD,PDG1,-,-,G14X Index ,-,-,.FTEUBLMS
P,FTSE Eurobloc Index,AW14,USD,PDG1,-,-,FTAW14 ,-,-,.FTAWEBLOCSR
S,FTSE Eurobloc Large Cap Super Liquid Net Of Tax Index,FTEUSLNE,EUR,PDG101,-,FTEUSLNE,-,-,.TRIFTEUSLNE,.FTFTEUSLNE
S,FTSE Eurobloc Minimum Variance Net Tax Index,AWEBCMVN,EUR,PDG101,-,AWEBCMVN,-,-,.TRIAWEBCMVN,-
P,FTSE EuroMid Eurobloc Index,M0EB,EUR,PDG1,-,-,MOEB Index ,-,-,.FTEMEB
P,FTSE EuroMid Ex UK Index,M0XU,EUR,PDG1,-,-,MOXU Index ,-,-,.FTEMXUK
P,FTSE EuroMid Index,M0X,EUR,PDG1,-,-,M0X Index ,-,-,.FTEM
P,FTSE Europe All Cap ex UK Index,G12,USD,PDG1,-,-,G12X Index ,-,-,.FTEULMSXUK
P,FTSE Europe All Cap Index,G11,USD,PDG1,-,-,G11X Index,-,-,.FTEULMS
P,FTSE Europe All Cap Index,G13,USD,PDG1,-,-,G13X Index,-,-,.FTEULMSXEB
P,FTSE Europe Ex Eurobloc Index,AW13,USD,PDG1,-,-,FTAW13 Index,-,-,.FTAWEXEBSR
P,FTSE Europe Ex UK Index,AW12,USD,PDG1,-,-,FTAW12 Index,.TFTAWEXUKSL,-,.FTAWEXUKSR
P,FTSE Europe Index,AW11,USD,PDG1,-,-,FTAW11 Index,-,-,.FTAWEURSR
P,FTSE Europe Small Cap ex UK Index,SS08,USD,PDG1,-,-,SS08X Index ,-,-,.FTEUSCXUK
P,FTSE Europe Small Cap Index,SS07,USD,PDG1,-,-,SS07X Index ,-,-,.FTEUSC
S,FTSE Eurozone Index (EUR),AWEBLOCE,EUR,PDG101,-,-,-,.TRIAWEBLOCE,-,.FTAWEBLOCE
P,FTSE Finland 25 Index,NFIX,EUR,PDG1,-,-,NFIX Index,-,-,.FTNFIX
P,FTSE Finland Index,WIFIN,EUR,PDG1,FTL3FI,-,WIFIN Index,-,-,.FTWIFINE
P,FTSE Fledgling ex Investment Companies Index,NSIX,GBP,PDG1,-,-,FTNSIX Index,-,-,.FTFX
P,FTSE Fledgling Index,NSX,GBP,PDG1,-,-,FTNSX Index ,-,-,.FTFL
P,FTSE France Index,WIFRA,EUR,PDG1,FTL3FR,-,WIFRA Index,-,-,.FTWIFRAE
S,FTSE France RIC Capped Index,FTCRFRA,USD,PDG101,-,-,-,.TRIFTCRFRA,-,.FTFTCRFRA
S,FTSE France RIC Capped Net Tax Index,FTCRFRAN,USD,PDG101,-,-,-,-,.TRIFTCRFRAN,-
S,FTSE France SMID Cap Tradable Plus Index,FFRSMTP,EUR,PDG101,-,-,-,.TRIFFRSMTP,-,.FTFFRSMTP
P,FTSE Frontier 50 Index,FF50,USD,PDG1,-,-,FF50 Index,-,-,.FTFF50
S,FTSE Frontier Large Mid Cap Vietnam USD Net Tax Index,FILMNVNM,USD,PDG101,-,FILMNVNM,,,,
S,FTSE Frontier Vietnam Large Mid Cap Net Tax Index,FILMNVNM,USD,PDG101,-,-,-,-,.TRIFILMNVNM,-
P,FTSE Germany Index,WIDEU,EUR,PDG1,FTL3GR,-,WIDEU Index,-,-,.FTWIDEUE
S,FTSE Germany RIC Capped Index,FTCRDEU,USD,PDG101,-,-,-,.TRIFTCRDEU,-,.FTFTCRDEU
S,FTSE Germany RIC Capped Net Tax Index,FTCRDEUN,USD,PDG101,-,-,-,-,.TRIFTCRDEUN,-
S,FTSE Germany SMID Cap Tradable Plus Index,FDESMTP,EUR,PDG101,-,-,-,.TRIFDESMTP,-,.FTFDESMTP
S,FTSE Germany Unhedged Index,GPNYL007,USD,PDG101,-,-,-,.TRIGPNYL007,-,.FTGPNYL007
P,FTSE Global 100 Index,MN1X,USD,PDG1,FTMLMN1X,-,MN1X Index ,-,-,.FTMN1XR
S,FTSE Global All Cap ex USA Choice Net Tax (US RIC) Index,FGCACXUR,USD,PDG101,-,-,-,-,.TRIFGCACXUR,-
P,FTSE Global Small Cap ex US Index,SS03,USD,PDG1,-,-,SS03X Index ,-,-,.FTGSCXUS
S,FTSE Gold Mines 2x Daily Leverage Index,FTGMIL2X,USD,PDG122,FTGMIL2X,-,-,.TRIFTGMIL2X,-,.FTFTGMIL2X
S,FTSE Gold Mines 2x Daily Short Index,FTGMIS2X,USD,PDG122,-,FTGMIS2X,-,-,.TRIFTGMIS2X,.FTFTGMIS2X
S,FTSE Gold Mines 3x Daily Leverage Index,FTGMIL3X,USD,PDG122,FTGMIL3X,-,-,.TRIFTGMIL3X,-,.FTFTGMIL3X
S,FTSE Gold Mines 3x Daily Short Index,FTGMIS3X,USD,PDG122,-,FTGMIS3X,-,-,.TRIFTGMIS3X,.FTFTGMIS3X
S,FTSE Gold Mines Daily Short Index,FTGMIS1X,USD ,PDG122,-,FTGMIS1X,-,-,.TRIFTGMIS1X,.FTFTGMIS1X
S,FTSE Gold Mines Net Tax Index,GMIN,USD,PDG101,-,GMINNT,-,-,.TRIGMIN,-
P,FTSE Greater China All Cap Index,G10,USD,PDG1,-,-,G10X Index ,-,-,.FTGCLMS
P,FTSE Greater China Index,AW10,USD,PDG1,FTS5GRCH,-,FTAW10,-,-,.FTAWGCHIR
P,FTSE Greece Index,WIGRC,EUR,PDG1,FTS3GE,-,WIGRC Index,-,-,.FTWIGRC
P,FTSE GWA US,GWUSA,USD,PDG19,-,-,GWUSA,-,-,.FTGWUSA
S,FTSE Hong Kong 100  Index,HKG100,HKD,PDG101,HKG50P,-,HKG50P,.TRIHKG100,-,.FTHKG100
S,FTSE Hong Kong 100 Net Tax Index,HKG100N,HKD,PDG101,-,HKG50N,-,-,.TRIHKG100N,-
P,FTSE Hong Kong Index,WIHKG,HKD,PDG1,FTL3HK,-,WIHKG Index,-,-,.FTWIHKGL
S,FTSE Hong Kong RIC Capped Index,FTCRHKG,USD,PDG101,-,-,-,.TRIFTCRHKG,-,.FTFTCRHKG
S,FTSE Hong Kong RIC Capped Net Tax Index,FTCRHKGN,USD,PDG101,-,-,-,-,.TRIFTCRHKGN,-
P,FTSE Hungary Index,WIHUN,HUF,PDG1,FTL3HU,-,WIHUN Index,-,-,.FTWIHUNL
S,FTSE India 30/18 Capped Index,WIINDFC,USD,PDG101,-,-,WIINDFCR,.TRIWIINDFC,-,.FTWIINDFC
S,FTSE India 30/18 Capped Net Tax Index,WIINDFCN,USD,PDG101,-,WIINDFCN,-,-,.TRIWIINDFCN,-
P,FTSE India Index,WIIND,INR,PDG1,FTL3ID,-,WIIND Index,-,-,.FTWIINDL
S,FTSE India RIC Capped Index,FTCRIND,USD,PDG101,-,-,-,.TRIFTCRIND,-,.FTFTCRIND
S,FTSE India RIC Capped Net Tax Index,FTCRINDN,USD,PDG101,-,-,-,-,.TRIFTCRINDN,-
S,FTSE Indonesia ESG Index,ESGIDNR,IDR,PDG101,ESGIDTR,ESGIDPR,-,.TRIESGIDNR,-,.FTESGIDNR
S,FTSE Indonesia ESG Net Tax Index,ESGIDNNR,IDR,PDG101,-,-,ESGIDNR,-,.TRIESGIDNNR,-
P,FTSE Indonesia Index,WIIDN,IDR,PDG101,FTL3IN,-,WIIDN Index,.TRIWIIDN,-,.FTWIIDN
P,FTSE Indonesia Low Volatility Factor Index,LVFIDN,IDR,PDG1,-,-,-,-,-,.FTLVFIDN
S,FTSE Indonesia USD Net Tax Index,WIIDNNTU,USD,PDG101,-,WIIDNTUR,-,-,.TRIWIIDNNTU,-
P,FTSE Ireland Index,WIIRL,EUR,PDG1,FTS3IE,-,WIIRL Index,-,-,.FTWIIRLE
P,FTSE Israel Index,WIISR,ILS,PDG1,FTL3IS,-,WIISR Index,-,-,.FTWIISRL
P,FTSE Italia All-Share Capped Index,ITLMSC,EUR,PDG27,-,-,ITLMSC,-,-,.FTITLMSC
P,FTSE Italia All-Share Index,ITLMS,EUR,PDG27,-,-,ITLMS,.TFTITLMSE,-,.FTITLMS
S,FTSE Italia All-Share Net Tax Index,ITLMSN,EUR,PDG127,-,ITLMSN,-,-,.TRIITLMSN,-
S,FTSE Italia Brands Index,ITBRANDS,EUR,PDG127,-,-,-,.TRIITBRANDS,-,.FTITBRANDS
S,FTSE Italia Brands Net Tax Index,ITBRANDN,EUR,PDG127,-,-,-,.TRIITBRANDN,-,-
P,FTSE Italia Mid Cap Index,ITMC,EUR,PDG27,-,-,ITMC,-,-,.FTITMC
S,FTSE Italia Mid Cap Net Tax Index,ITMCN,EUR,PDG127,-,-,-,-,.TRIITMCN,-
S,FTSE Italia PIR All Cap Index,ITPIRLM,EUR,PDG127,-,-,-,.TRIITPIRLM,-,.FTITPIRLM
S,FTSE Italia PIR All Cap Net Tax Index,ITPIRLMN,EUR,PDG127,-,ITPIRLMN,-,-,.TRIITPIRLMN,-
S,FTSE Italia PIR PMI Index,ITPIRMC,EUR,PDG127,-,-,-,.TRIITPIRLM,-,.FTITPIRLM
S,FTSE Italia PIR PMI Net Tax Index,ITPIRMCN,EUR,PDG127,-,-,-,.TRIITPIRLMN,-,-
S,FTSE Italia PIR Mid Small Cap Index,ITPIRMS,EUR,PDG127,-,-,-,.TRIITPIRMS,-,.FTITPIRMS
S,FTSE Italia PIR Mid Small Cap Net Tax Index,ITPIRMSN,EUR,PDG127,-,ITPIRMSN,-,-,.TRIITPIRMSN,-
S,FTSE Italia PIR PMI All Index ,ITPIRPA,EUR,PDG127,-,-,-,.TRIITPIRPA,-,.FTITPIRPA
S,FTSE Italia PIR PMI All Net Tax Index ,ITPIRPAN,EUR,PDG127,-,-,-,-,.TRIITPIRPAN,-
P,FTSE Italia Small Cap Index,ITSC,EUR,PDG27,TITSCE,-,FITSC,-,-,.FTITSC
S,FTSE Italia Small Cap Net Tax Index,ITSCAN,EUR,PDG127,-,ITSCAN,-,-,.TRIITSCAN,-
P,FTSE Italia STAR Index,ITSTAR,EUR,PDG27,TITSTARE,-,ITSTAR,-,-,.FTSTAR
S,FTSE Italia STAR Net Tax Index,ITSTARN,EUR,PDG127,-,ITSTARN,-,-,.TRIITSTARN,-
P,FTSE Italy Index,WIITA,EUR,PDG1,FTS3IT,-,WIITA Index,-,-,.FTWIITAE
S,FTSE Italy RIC Capped Index,FTCRITA,USD,PDG101,-,-,-,.TRIFTCRITA,-,.FTFTCRITA
S,FTSE Italy RIC Capped Net Tax Index,FTCRITAN,USD,PDG101,-,-,-,-,.TRIFTCRITAN,-
S,FTSE Italy SMID Cap Tradable Plus Index,FITSMTP,EUR,PDG101,-,-,-,.TRIFITSMTP,-,.FTFITSMTP
S,FTSE Japan 2x Daily Leveraged Index,WIJPNL2X,JPY,PDG122,-,-,WIJPNL2X Index,.TRIWIJPNL2X,-,.FTWIJPNL2X
S,FTSE Japan 2x Daily Short Index,WIJPNS2X,JPY,PDG122,-,-,WIJPNS2X Index,.TRIWIJPNS2X,-,.FTWIJPNS2X
S,FTSE Japan 3x Daily Leveraged Index,WIJPNL3X,JPY,PDG122,-,-,WIJPNL3X Index,.TRIWIJPNL3X,-,.FTWIJPNL3X
S,FTSE Japan 3x Daily Short Index,WIJPNS3X,JPY,PDG122,-,-,WIJPNS3X Index,.TRIWIJPNS3X,-,.FTWIJPNS3X
P,FTSE Japan All Cap Index ,AC24,JPY,PDG1,-,-,AC24X Index,-,-,.FTJPLMS
S,FTSE Japan Daily Short Index,WIJPNS1X,JPY,PDG122,-,-,WIJPNS1X Index,.TRIWIJPNS1X,-,.FTWIJPNS1X
P,FTSE Japan Index,JAPAN,JPY,PDG101,-,-,WIJPN ,.TRIAWJPN,-,.FTAWJPN
P,FTSE Japan Index,WIJPN,JPY,PDG6,-,-,WIJPN,-,-,.FTAWJPN
S,FTSE Japan Index ,WIJPNC,CHF,PDG101,"TWIJPNC
",-,WIJPNC,.TRIWIJPNC,-,.FTWIJPNC
S,FTSE Japan Index ,WIJPNG,GBP,PDG101,TWIJPNG,-,WIJPNG,.TRIWIJPNG,-,.FTWIJPNG
S,FTSE Japan Index ,WIJPNU,USD,PDG101,TWIJPNU,-,WIJPNU ,.TRIWIJPNU,-,.FTFTWIJPNU
S,FTSE Japan Index – EUR,WIJPNE,EUR,PDG101,"TWIJPNE
",-,WIJPNE,.TRIWIJPNE,-,.FTWIJPNER
S,FTSE Japan Index - Net Tax,AWNT01JA,JPY,PDG101,-,-,-,-,.TRIAWNT01JA,-
P,FTSE Japan Large Cap Super Liquid 2x Daily Leveraged Index,SLQJPLL2,JPY,PDG122,-,-,-,.TRISLQJPLL2,-,.FTSLQJPLL2
P,FTSE Japan Large Cap Super Liquid 2x Daily Short Index,SLQJPLS2,JPY,PDG122,-,-,-,.TRISLQJPLS2,-,.FTSLQJPLS2
P,FTSE Japan Large Cap Super Liquid 3x Daily Leveraged Index,SLQJPLL3,JPY,PDG122,-,-,-,.TRISLQJPLL3,-,.FTSLQJPLL3
P,FTSE Japan Large Cap Super Liquid 3x Daily Short Index,SLQJPLS3,JPY,PDG122,-,-,-,.TRISLQJPLS3,-,.FTSLQJPLS3
P,FTSE Japan Large Cap Super Liquid Daily Short Index,SLQJPLS1,JPY,PDG122,-,-,-,.TRISLQJPLS1,-,.FTSLQJPLS1
S,FTSE Japan Minimum Variance Net Tax Index,WIJPUMVN,USD,PDG101,-,WIJPUMVN,-,-,.TRIWIJPUMVN,-
S,FTSE Japan Net Tax HKD Index,AWNT01HK,HKD,PDG101,-,AWNT01HK,-,-,.TRIAWNT01HK,-
S,FTSE Japan RIC Capped Index,FTCRJPN,USD,PDG101,-,-,-,.TRIFTCRJPN,-,.FTFTCRJPN
S,FTSE Japan RIC Capped Net Tax Index,FTCRJPNN,USD,PDG101,-,-,-,-,.TRIFTCRJPNN,-
S,FTSE Japan Unhedged USD Index,GPPS005,USD,PDG101,-,-,"GPPS005
",.TRIGPPS005,-,.FTGPPS005
S,FTSE Japan USD Net Tax Index,WIJPNNTU,USD,PDG101,-,WIJNNTUR,-,-,.TRIWIJPNNTU,-
S,FTSE Korea 30/18 Capped Index,WIKORFC,USD,PDG101,-,-,WIKORFCR,.TRIWIKORFC,-,.FTWIKORFC
