Pulsed/ Streaming,Index Name,Base Currency,PDG,Availability,RussellTick,Bloomberg Ticker,Refinitiv RIC,,,
S,Russell RAFI US Small Company Total Return,USD,PDG01RR,Real Time,RUFUSSTU,RUFUSSTU,.RUFUSSTU,,,
S,Russell RAFI US Total Return,USD,PDG01RR,Real Time,RUFUSTU,RUFUSTU,.RUFUSTU,,,
S,Russell Small Cap Completeness,USD,PDG01RR,Real Time,RSCC,RSCC,.RSCC,,,
S,Russell Small Cap Completeness Growth,USD,PDG01RR,Real Time,RSCCG,RSCCG,.RSCCG,,,
S,Russell Small Cap Completeness Value,USD,PDG01RR,Real Time,RSCCV,RSCCV,.RSCCV,,,
S,Russell Top 200 Price Return Index - Real Estate,USD,PDG01RR,Real Time,RT2ICBRE,-,.RT2ICBRE,,,
S,Russell Top 200 Price Return Index - Telecommunications,USD,PDG01RR,Real Time,RT2ICBTELE,-,.RT2ICBTELE,,,
S,Russell Top 200 Total Return Index - Real Estate,USD,PDG01RR,Real Time,RT2ICBRETR,-,.RT2ICBRETR,,,
S,Russell Top 200 Total Return Index - Telecommunications,USD,PDG01RR,Real Time,RT2ICBTELET,-,.RT2ICBTELET,,,
S,Russell Top 200®,USD,PDG01RR,Real Time,RT200,R200,.RT200,,,
S,Russell Top 200® Equal Weight Price,USD,PDG01RR,Real Time,RT2EWPR,RT2EWPR,.RT2EWPR,,,
S,Russell Top 200® Growth,USD,PDG01RR,Real Time,RT200G,R200G,.RT200G,,,
S,Russell Top 200® Pure Growth Price,USD,PDG01RR,Real Time,RT2PGROP,RT2PGROP,.RT2PGROP,,,
S,Russell Top 200® Pure Value Price,USD,PDG01RR,Real Time,RT2PVALP,RT2PVALP,.RT2PVALP,,,
S,Russell Top 200® Value,USD,PDG01RR,Real Time,RT200V,R200V,.RT200V,,,
S,Russell Top 50 Mega Cap,USD,PDG01RR,Real Time,RU50,RTOP50,.RU50,,,
P,Russell 2000 SOQ Growth Index,USD,PDG01RR,Real Time,RUOSOQ,-,.RUOSOQ,,,
P,Russell 2000 SOQ Value Index,USD,PDG01RR,Real Time,RUJSOQ,-,.RUJSOQ,,,
P,Russell 2000 SOQ Index,USD,PDG01RR,Real Time,RUTSOQ,-,.RUTSOQ,,,
P,Russell Midcap Value Total Return Index ,USD,PDG01RR,Real Time,-,-,.,,,
P,Russell Top 200 Growth Total Return Index,USD,PDG01RR,Real Time,-,-,.RT200GTR,,,
P,Russell Top 200 Value Total Return Index,USD,PDG01RR,Real Time,-,-,.RT200VTR,,,
P,Russell Top 200 Total Return Index,USD,PDG01RR,Real Time,-,-,.RT200TR,,,
P,Russell Midcap Value Total Return Index ,USD,PDG01RR,Real Time,-,-,.,,,
P,Russell Top 200 Growth Total Return Index,USD,PDG01RR,Real Time,-,-,.RT200GTR,,,
P,Russell Top 200 Value Total Return Index,USD,PDG01RR,Real Time,-,-,.RT200VTR,,,
P,Russell Top 200 Total Return Index,USD,PDG01RR,Real Time,-,-,.RT200TR,,,
S,Russell 1000 2Qual/Val 5% Capped Factor Index,USD,PDG101,Real Time,-,-,-,.TRIR1VQQF,-,.FTR1VQQF
S,Russell 1000 2Qual/Val 5% Capped Factor Index,USD,PDG101,Real Time,-,-,-,-,.TRIR1VQQFN,-
S,Russell 1000 Dividend Select Equal Weight Index,USD,PDG101,Real Time,R1DSEWRT,-,-,.TRIR1DSEW,-,.FTR1DSEW
S,Russell 1000 ex FF ex Weapons ex Tobacco ex Controversies ESG 2Mom/2Qual/2Vol 5% Capped Factor Index,USD,PDG101,Real Time,-,-,-,.TRIR1XLMQVC,-,.FTR1XLMQVC
S,Russell 1000 ex FF ex Weapons ex Tobacco ex Controversies ESG 2Mom/Size/Val/ 5% Capped Factor Index,USD,PDG101,Real Time,-,-,-,.TRIR1XLMSVC,-,.FTR1XLMSVC
S,Russell 1000 ex FF ex Weapons ex Tobacco ex Controversies ESG 2Qual/2Vol 5% Capped Factor Index,USD,PDG101,Real Time,-,-,-,.TRIR1XLQVC,-,.FTR1XLQVC
S,Russell 1000 ex FF ex Weapons ex Tobacco ex Controversies ESG 2Size/2Val 5% Capped Factor Index,USD,PDG101,Real Time,-,-,-,.TRIR1XLSVC,-,.FTR1XLSVC
S,Russell 1000 Green Revenues 50 Index,USD,PDG101,Real Time,R1GR50TR,-,R1GR50PR,.TRIR1GR50,-,.FTR1GR50
S,Russell 1000 Green Revenues 50 Net Tax Index,USD,PDG101,Real Time,-,R1GR50NR,-,-,.TRIR1GR50N,-
S,Russell 1000 Hyper Growth,USD,PDG101,Real Time,-,-,-,.TRIR1HGDI ,-,.FTR1HGDI 
S,Russell 1000 Hyper Growth RIC Capped Index,USD,PDG101,Real Time,-,-,-,.TRIR1HGDIR,-,.FTR1HGDIR
S,Russell 1000 Hyper Growth RIC Capped Total Return Index,USD,PDG101,Real Time,R1HGDIR,-,-,-,-,-
S,Russell 1000 Hyper Growth Total Return Index,USD,PDG101,Real Time,R1HGDI1,-,-,-,-,-
S,Russell 1000 Low Volatility Focused Factor Index,USD,PDG101,Real Time,-,-,R1VFF Index,.TRIR1VFF,-,.FTR1VFF
S,Russell 1000 Low Volatility Focused Factor Net Tax (US RIC) Index,USD,PDG101,Real Time,R1VFFR,-,-,-,.TRIR1VFFR,-
S,Russell 1000 Momentum Focused Factor Index,USD,PDG101,Real Time,-,-,R1MFF Index,.TRIR1MFF,-,.FTR1MFF
S,Russell 1000 Momentum Focused Factor Net Tax (US RIC) Index,USD,PDG101,Real Time,R1MFFR,-,-,-,.TRIR1MFFR,-
S,Russell 1000 Yield Focused Factor Index,USD,PDG101,Real Time,-,-,R1YFF Index,.TRIR1YFF,-,.FTR1YFF
S,Russell 1000 Yield Focused Factor Net Tax (US RIC) Index,USD,PDG101,Real Time,R1YFFR,-,-,-,.TRIR1YFFR,-
S,Russell 2000 Dividend Select Equal Weight Index,USD,PDG101,Real Time,R2DSEWR,-,-,.TRIR2DSEW,-,.FTR2DSEW
S,Russell 2000 Focused Value Select Index,USD,PDG101,Real Time,R2FVSTR1,-,-,.TRIR2FVS,-,.FTR2FVS
S,Russell 3000 Dividend Elite Index,USD,PDG101,Real Time,R3DETR,-,-,.TRIR3DE,-,.FTR3DE
S,Russell Midcap Dividend Select Equal Weight Index,USD,PDG101,Real Time,RMDSEWR,-,-,.TRIRMDSEW,-,.FTRMDSEW
S,Russell US Large Cap Factors Growth Style Index,USD,PDG101,Real Time,STLGTR1,-,-,.TRISTLG,-,.FTSTLG
S,Russell US Large Cap Factors Value Style Index,USD,PDG101,Real Time,STLVTR1,-,-,.TRISTLV,-,.FTSTLV
S,Russell 1000 Invesco Dynamic Multifactor CAD Index,CAD,PDG101,Real Time,,,,.TRIIIMFLUC,.FTIIMFLUC,
S,Russell Artificial Intelligence Index,USD,PDG101,Real Time,,,,.TRIRAII,,.FTRAII
S,Russell 1000 ex Weapons ex Vice Products 2Size/2Val 5% Capped Factor Index,USD,PDG101,Real Time,-,-,-,.TRIR1XSVC,-,.FTR1XSVC
S,Russell 1000 ex Weapons ex Vice Products 2Mom/Size/Val/ 5% Capped Factor Index,USD,PDG101,Real Time,-,-,-,.TRIR1XMSVC,-,.FTR1XMSVC
S,Russell 1000 ex Weapons ex Vice Products 2Qual/2Vol 5% Capped Factor Index,USD,PDG101,Real Time,-,-,-,.TRIR1XQVC,-,.FTR1XQVC
S,Russell 1000 ex Weapons ex Vice Products 2Mom/2Qual/2Vol 5% Capped Factor Index,USD,PDG101,Real Time,-,-,-,.TRIR1XMQVC,-,.FTR1XMQVC
S,Russell 1000 ESG Enhanced Target Exposure Index,USD,PDG101,Real Time,-,-,-,.TRIR1ERTE,-,.FTR1ERTE
S,Russell 2000 ESG Enhanced Target Exposure Index,USD,PDG101,Real Time,-,-,-,.TRIR2ERTE,-,.FTR2ERTE
S,Russell 3000 ESG Enhanced Target Exposure Index,USD,PDG101,Real Time,-,-,-,.TRIR3ERTE,-,.FTR3ERTE
P,Russell 2000 RIC Capped Index,USD,PDG01RR,Real Time,,,.RU2000RC,,,
P,Russell 2000 RIC Capped Total Return Index,USD,PDG01RR,Real Time,,R2RCRT,.RU2000RCT,,,
